1	0.099
2	0.198
3	0.221
4	0.241
5	0.259
6	0.276
7	0.291
8	0.337
9	0.349
10	0.360
11	0.371
12	0.381
13	0.391
14	0.424
15	0.433
16	0.463
17	0.510
18	0.517
19	0.523
20	0.529
21	0.534
22	0.540
23	0.545
24	0.549
25	0.572
26	0.576
27	0.580
28	0.584
29	0.588
30	0.591
31	0.594
32	0.614
33	0.617
34	0.62
35	0.638
36	0.640
37	0.642
38	0.660
39	0.661
40	0.678
41	0.679
42	0.695
43	0.696
44	0.697
45	0.712
46	0.713
47	0.713
48	0.713
49	0.714
50	0.728
51	0.727
52	0.741
53	0.780
54	0.780
55	0.792
56	0.816
57	0.815
58	0.814
59	0.825
60	0.824
61	0.835
62	0.834
63	0.832
64	0.854
65	0.852
66	0.851
67	0.860
68	0.858
69	0.856
70	0.866
71	0.863
72	0.861
73	0.858
74	0.855
75	0.864
76	0.873
77	0.881
78	0.889
79	0.886
80	0.883
81	0.902
82	0.898
83	0.895
84	0.891
85	0.909
86	0.905
87	0.901
88	0.897
89	0.904
90	0.900
91	0.895
92	0.890
93	0.897
94	0.903
95	0.920
96	0.926
97	0.921
98	0.937
99	0.953
100	0.959
101	0.974
102	0.969
103	0.963
104	0.968
105	0.963
106	0.977
107	0.972
108	0.986
109	0.990
110	0.994
111	1.018
112	1.041
113	1.055
114	1.067
115	1.071
116	1.065
117	1.058
118	1.061
119	1.083
120	1.086
121	1.098
122	1.118
123	1.130
124	1.132
125	1.143
126	1.136
127	1.130
128	1.132
129	1.142
130	1.144
131	1.163
132	1.156
133	1.149
134	1.142
135	1.143
136	1.144
137	1.145
138	1.146
139	1.139
140	1.131
141	1.141
142	1.141
143	1.159
144	1.160
145	1.160
146	1.152
147	1.161
148	1.187
149	1.195
150	1.187
151	1.187
152	1.203
153	1.203
154	1.195
155	1.186
156	1.185
157	1.193
158	1.209
159	1.200
160	1.191
161	1.207
162	1.198
163	1.197
164	1.195
165	1.203
166	1.210
167	1.217
168	1.240
169	1.246
170	1.244
171	1.251
172	1.265
173	1.255
174	1.269
175	1.267
176	1.265
177	1.263
178	1.269
179	1.259
180	1.264
181	1.262
182	1.283
183	1.281
184	1.293
185	1.283
186	1.288
187	1.285
188	1.282
189	1.287
190	1.284
191	1.289
192	1.293
193	1.282
194	1.271
195	1.267
196	1.272
197	1.260
198	1.272
199	1.276
200	1.272
201	1.276
202	1.288
203	1.291
204	1.287
205	1.275
206	1.287
207	1.298
208	1.293
209	1.304
210	1.307
211	1.318
212	1.313
213	1.316
214	1.303
215	1.306
216	1.309
217	1.327
218	1.337
219	1.339
220	1.334
221	1.336
222	1.353
223	1.340
224	1.357
225	1.366
226	1.361
227	1.355
228	1.364
229	1.358
230	1.367
231	1.383
232	1.399
233	1.400
234	1.394
235	1.388
236	1.382
237	1.383
238	1.405
239	1.399
240	1.399
241	1.400
242	1.394
243	1.394
244	1.387
245	1.381
246	1.388
247	1.396
248	1.417
249	1.410
250	1.410
251	1.417
252	1.417
253	1.424
254	1.417
255	1.416
256	1.423
257	1.416
258	1.422
259	1.435
260	1.435
261	1.441
262	1.461
263	1.460
264	1.459
265	1.458
266	1.457
267	1.449
268	1.448
269	1.440
270	1.424
271	1.430
272	1.428
273	1.434
274	1.432
275	1.430
276	1.443
277	1.448
278	1.466
279	1.471
280	1.462
281	1.467
282	1.485
283	1.483
284	1.494
285	1.519
286	1.516
287	1.527
288	1.531
289	1.522
290	1.519
291	1.510
292	1.507
293	1.505
294	1.515
295	1.499
296	1.502
297	1.493
298	1.509
299	1.513
300	1.516
301	1.519
302	1.529
303	1.539
304	1.542
305	1.545
306	1.548
307	1.557
308	1.560
309	1.575
310	1.590
311	1.586
312	1.601
313	1.610
314	1.612
315	1.608
316	1.604
317	1.612
318	1.608
319	1.616
320	1.624
321	1.626
322	1.616
323	1.611
324	1.619
325	1.620
326	1.610
327	1.617
328	1.619
329	1.620
330	1.627
331	1.629
332	1.636
333	1.637
334	1.632
335	1.639
336	1.646
337	1.647
338	1.666
339	1.666
340	1.661
341	1.667
342	1.662
343	1.680
344	1.681
345	1.669
346	1.669
347	1.676
348	1.682
349	1.688
350	1.694
351	1.682
352	1.693
353	1.681
354	1.687
355	1.681
356	1.687
357	1.698
358	1.715
359	1.703
360	1.708
361	1.702
362	1.701
363	1.689
364	1.694
365	1.716
366	1.715
367	1.720
368	1.725
369	1.724
370	1.734
371	1.739
372	1.738
373	1.736
374	1.729
375	1.734
376	1.749
377	1.748
378	1.741
379	1.745
380	1.754
381	1.758
382	1.768
383	1.772
384	1.764
385	1.779
386	1.772
387	1.775
388	1.795
389	1.804
390	1.819
391	1.811
392	1.798
393	1.812
394	1.815
395	1.818
396	1.832
397	1.840
398	1.849
399	1.841
400	1.849
401	1.857
402	1.881
403	1.867
404	1.854
405	1.862
406	1.864
407	1.866
408	1.874
409	1.881
410	1.873
411	1.880
412	1.866
413	1.863
414	1.876
415	1.883
416	1.890
417	1.897
418	1.899
419	1.890
420	1.897
421	1.904
422	1.916
423	1.927
424	1.944
425	1.925
426	1.937
427	1.938
428	1.934
429	1.914
430	1.915
431	1.921
432	1.922
433	1.918
434	1.903
435	1.920
436	1.921
437	1.926
438	1.932
439	1.928
440	1.933
441	1.924
442	1.914
443	1.903
444	1.909
445	1.920
446	1.930
447	1.931
448	1.920
449	1.936
450	1.951
451	1.972
452	1.967
453	1.977
454	1.982
455	1.971
456	1.986
457	2.011
458	2.005
459	2.000
460	2.014
461	1.999
462	2.003
463	2.018
464	2.032
465	2.051
466	2.060
467	2.073
468	2.068
469	2.076
470	2.056
471	2.065
472	2.069
473	2.053
474	2.047
475	2.041
476	2.045
477	2.072
478	2.081
479	2.103
480	2.116
481	2.124
482	2.123
483	2.116
484	2.096
485	2.108
486	2.107
487	2.105
488	2.098
489	2.077
490	2.080
491	2.083
492	2.086
493	2.098
494	2.096
495	2.085
496	2.082
497	2.099
498	2.097
499	2.090
500	2.088
501	2.099
502	2.092
503	2.075
504	2.073
505	2.080
506	2.077
507	2.079
508	2.072
509	2.078
510	2.095
511	2.082
512	2.094
513	2.100
514	2.107
515	2.108
516	2.115
517	2.135
518	2.151
519	2.166
520	2.167
521	2.183
522	2.184
523	2.181
524	2.195
525	2.210
526	2.211
527	2.230
528	2.218
529	2.214
530	2.224
531	2.234
532	2.235
533	2.236
534	2.237
535	2.242
536	2.238
537	2.252
538	2.257
539	2.275
540	2.280
541	2.289
542	2.302
543	2.316
544	2.338
545	2.346
546	2.351
547	2.355
548	2.376
549	2.393
550	2.393
551	2.393
552	2.376
553	2.376
554	2.380
555	2.384
556	2.401
557	2.392
558	2.379
559	2.371
560	2.379
561	2.399
562	2.394
563	2.402
564	2.427
565	2.422
566	2.425
567	2.425
568	2.424
569	2.427
570	2.422
571	2.421
572	2.421
573	2.411
574	2.402
575	2.393
576	2.400
577	2.403
578	2.389
579	2.384
580	2.366
581	2.352
582	2.368
583	2.353
584	2.348
585	2.333
586	2.332
587	2.317
588	2.324
589	2.344
590	2.347
591	2.354
592	2.360
593	2.384
594	2.395
595	2.401
596	2.391
597	2.385
598	2.378
599	2.389
600	2.404
601	2.397
602	2.395
603	2.401
604	2.391
605	2.414
606	2.415
607	2.413
608	2.402
609	2.417
610	2.402
611	2.412
612	2.401
613	2.398
614	2.400
615	2.401
616	2.398
617	2.400
618	2.389
619	2.390
620	2.391
621	2.401
622	2.419
623	2.424
624	2.437
625	2.438
626	2.431
627	2.420
628	2.437
629	2.450
630	2.451
631	2.448
632	2.448
633	2.457
634	2.446
635	2.446
636	2.439
637	2.443
638	2.444
639	2.457
640	2.481
641	2.474
642	2.474
643	2.478
644	2.495
645	2.487
646	2.475
647	2.491
648	2.483
649	2.479
650	2.5
651	2.503
652	2.507
653	2.495
654	2.491
655	2.503
656	2.495
657	2.499
658	2.486
659	2.478
